sampledate,depth,wtemp,o2
5/15/01,8,12.3,11.9
5/15/01,9,12.2,12
5/15/01,10,11.2,11.9
5/15/01,11,10.7,11.7
5/15/01,12,10.2,11.3
5/15/01,13,9.9,10.8
5/15/01,14,9.4,10.5
5/15/01,15,9.3,10.3
5/15/01,16,9.1,9.9
5/15/01,17,9.1,9.7
5/15/01,18,9,9.6
5/15/01,19,9,9.3
5/31/01,0,16.2,10.3
5/31/01,1,15.9,10.4
5/31/01,2,15.6,10.4
5/31/01,3,15.4,10.5
5/31/01,4,15.4,10.5
5/31/01,5,15.2,10.5
5/31/01,6,14.7,10.4
5/31/01,7,14.6,10.4
5/31/01,8,14.4,10.5
5/31/01,9,13.7,10.7
5/31/01,10,12.8,11.2
5/31/01,11,11,9.9
5/31/01,12,10.6,9.7
5/31/01,13,10.4,9.2
5/31/01,14,10,8.5
5/31/01,15,9.7,7.7
5/31/01,16,9.5,7
5/31/01,17,9.4,6.1
5/31/01,18,9.3,5.6
5/31/01,19,9.3,5.2
5/31/01,20,,
6/12/01,0,21.2,9.7
6/12/01,1,19.5,10.1
6/12/01,2,19.3,10.2
6/12/01,3,18.6,10.5
6/12/01,4,17.4,10.8
6/12/01,5,16.2,11.3
6/12/01,6,15.6,11.4
6/12/01,7,15.3,11.1
6/12/01,8,14.8,11
6/12/01,9,14.3,10.8
6/12/01,10,13.6,10.8
6/12/01,11,12.5,10.6
6/12/01,12,10.9,9
6/12/01,13,10.7,8.8
6/12/01,14,10.3,7.9
6/12/01,15,10.1,7.5
6/12/01,16,9.8,6.2
6/12/01,17,9.6,5.6
6/12/01,18,9.6,5.2
6/12/01,19,9.6,5.2
6/27/01,0,22.6,9.1
6/27/01,1,22.3,9.2
6/27/01,2,22.1,9.3
6/27/01,3,21.7,9.4
6/27/01,4,21.6,9.5
6/27/01,5,20.9,9.7
6/27/01,6,20.6,9.8
6/27/01,7,19.5,10.1
6/27/01,8,16.2,10.7
6/27/01,9,15.4,10.7
6/27/01,10,14.2,9.9
6/27/01,11,12.7,9
6/27/01,12,12,8.1
6/27/01,13,11.3,7
6/27/01,14,11.1,6.6
6/27/01,15,10.9,6.1
6/27/01,16,10.6,5
6/27/01,17,10.5,4.8
6/27/01,18,10.5,4.5
6/27/01,19,10.4,4
7/10/01,0,22.3,8.8
7/10/01,1,22.3,9
7/10/01,2,22.3,9.1
7/10/01,3,22.2,9.2
7/10/01,4,21.6,9.5
7/10/01,5,21.4,9.5
7/10/01,6,21.1,9.5
7/10/01,7,20.6,9.5
7/10/01,8,18.8,10.4
7/10/01,9,17,10.4
7/10/01,10,15,10.3
7/10/01,11,13.9,9.8
7/10/01,12,12.7,7.9
7/10/01,13,12,6.5
7/10/01,14,11.4,4.8
7/10/01,15,10.9,3.4
7/10/01,16,10.7,2.1
7/10/01,17,10.5,1.3
7/10/01,18,10.4,0.8
7/10/01,19,10.4,0.6
7/25/01,0,24.4,8.4
7/25/01,1,24.4,8.5
7/25/01,2,24.4,8.5
7/25/01,3,24.4,8.5
7/25/01,4,24.4,8.5
7/25/01,5,24.3,8.6
7/25/01,6,23,9.3
7/25/01,7,22.3,9.5
7/25/01,8,20.8,9.7
7/25/01,9,17.7,10.8
7/25/01,10,16.1,10.7
7/25/01,11,14.7,9.7
7/25/01,12,13.7,8.4
7/25/01,13,12.6,5.7
7/25/01,14,11.9,3.3
7/25/01,15,11.2,1.3
7/25/01,16,11,0.5
7/25/01,17,10.8,0.3
7/25/01,18,10.8,0.1
7/25/01,19,10.7,0.1
8/7/01,0,26.4,8
8/7/01,1,26.3,7.9
8/7/01,2,26,8.1
8/7/01,3,25.5,8.2
8/7/01,4,25,8.3
8/7/01,5,24.7,8.5
8/7/01,6,23.9,8.5
8/7/01,7,23.3,8.3
8/7/01,8,21.5,8.4
8/7/01,9,19.5,9.7
8/7/01,10,17.2,9.6
8/7/01,11,14.8,8.2
8/7/01,12,13.6,5.6
8/7/01,13,12.6,3.7
8/7/01,14,11.8,1.1
8/7/01,15,11.3,0.2
8/7/01,16,11,0.1
8/7/01,17,10.8,0.1
8/7/01,18,10.7,0.2
8/7/01,19,10.6,0.3
8/21/01,0,22.3,8.4
8/21/01,1,22.3,8.7
8/21/01,2,22.2,8.9
8/21/01,3,22.2,8.9
8/21/01,4,21.9,9.1
8/21/01,5,21.9,9
8/21/01,6,21.8,8.9
8/21/01,7,21.7,8.8
8/21/01,8,21.6,8.8
8/21/01,9,21.2,9
8/21/01,10,18.5,9.7
8/21/01,11,15.3,8.1
8/21/01,12,13.6,5.4
8/21/01,13,12.5,2.4
8/21/01,14,11.7,0.4
8/21/01,15,11.3,0.3
8/21/01,16,11,0.3
8/21/01,17,10.7,0.2
8/21/01,18,10.7,0.2
8/21/01,19,10.6,0.2
9/4/01,0,21,8
9/4/01,1,21,7.5
9/4/01,2,20.9,7.8
9/4/01,3,20.9,7.6
9/4/01,4,20.8,8
9/4/01,5,20.8,7.5
9/4/01,6,20.8,8.8
9/4/01,7,20.8,8.8
9/4/01,8,20.8,8.8
9/4/01,9,20.6,8.8
9/4/01,10,20.1,8.6
9/4/01,11,18,7.8
9/4/01,12,14.4,4.9
9/4/01,13,13.1,2
9/4/01,14,12,0.3
9/4/01,15,11.5,0.2
9/4/01,16,11,0.2
9/4/01,17,10.8,0.2
9/4/01,18,10.7,0.2
9/4/01,19,10.6,0.2
9/17/01,0,18.3,8.4
9/17/01,1,18.3,8.3
9/17/01,2,18.4,8.6
9/17/01,3,18.4,8.7
9/17/01,4,18.5,8.7
9/17/01,5,18.5,8.7
9/17/01,6,18.5,8.7
9/17/01,7,18.5,8.7
9/17/01,8,18.5,8.7
9/17/01,9,18.5,8.6
9/17/01,10,18.4,8.5
9/17/01,11,18.3,8.1
9/17/01,12,15.1,3.5
9/17/01,13,12.9,0.4
9/17/01,14,11.9,0.1
9/17/01,15,11.3,0.1
9/17/01,16,10.8,0.1
9/17/01,17,10.5,0.1
9/17/01,18,10.4,0.1
9/17/01,19,10.4,0.1
10/1/01,0,15.8,9.6
10/1/01,1,15.7,9.3
10/1/01,2,15.3,9.3
10/1/01,3,15.2,9.3
10/1/01,4,15.2,9.3
10/1/01,5,15.1,9.2
10/1/01,6,15.1,9.2
10/1/01,7,14.9,9.1
10/1/01,8,14.9,9.1
10/1/01,9,14.8,9.1
10/1/01,10,14.8,9
10/1/01,11,14.7,8.9
10/1/01,12,14.6,8.9
10/1/01,13,14.6,8.8
10/1/01,14,12.6,0.3
10/1/01,15,11.1,0.1
10/1/01,16,10.7,0
10/1/01,17,10.3,0
10/1/01,18,10.2,0
10/1/01,19,10.2,0
10/16/01,0,11.9,9
10/16/01,1,12,9
10/16/01,2,12,9
10/16/01,3,12,8.9
10/16/01,4,12,8.9
10/16/01,5,12,8.9
10/16/01,6,12,8.9
10/16/01,7,12.1,8.8
10/16/01,8,12.1,8.8
10/16/01,9,12.1,8.8
10/16/01,10,12.1,8.8
10/16/01,11,12.1,8.8
10/16/01,12,12.1,8.8
10/16/01,13,12.1,8.8
10/16/01,14,12.1,8.8
10/16/01,15,12.1,8.8
10/16/01,16,12.1,8.8
10/16/01,17,12.1,8.8
10/16/01,18,12.1,8.8
10/16/01,19,12,8.8
10/31/01,0,8.5,11.2
10/31/01,1,8.5,11.2
10/31/01,2,8.5,11.3
10/31/01,3,8.4,11.3
10/31/01,4,8.4,11.3
10/31/01,5,8.4,11.3
10/31/01,6,8.3,11.1
10/31/01,7,8.2,11.1
10/31/01,8,8.2,11
10/31/01,9,8.2,11
10/31/01,10,8.2,10.9
10/31/01,11,8.2,10.9
10/31/01,12,8.2,10.8
10/31/01,13,8.2,10.8
10/31/01,14,8.1,10.7
10/31/01,15,8.1,10.7
10/31/01,16,8.1,10.7
10/31/01,17,8.1,10.7
10/31/01,18,8.1,10.7
10/31/01,19,8.1,10.7
11/12/01,0,7.6,10.4
11/12/01,1,7.5,10.7
11/12/01,2,7.2,10.8
11/12/01,3,7.2,10.8
11/12/01,4,7.1,10.9
11/12/01,5,7.1,10.9
11/12/01,6,7,10.9
11/12/01,7,7,10.9
11/12/01,8,7,10.9
11/12/01,9,7,10.9
11/12/01,10,7,10.9
11/12/01,11,7,10.9
11/12/01,12,6.9,10.9
11/12/01,13,6.9,10.9
11/12/01,14,6.9,10.9
11/12/01,15,6.9,10.9
11/12/01,16,6.9,10.9
11/12/01,17,6.8,10.9
11/12/01,18,6.8,10.9
11/12/01,19,6.8,10.9
1/22/02,0,0.5,16.3
1/22/02,1,1.1,14.7
1/22/02,2,1.2,14.3
1/22/02,3,1.2,14.2
1/22/02,4,1.3,13.9
1/22/02,5,1.3,13.8
1/22/02,6,1.4,13.8
1/22/02,7,1.5,13.6
1/22/02,8,1.6,13.4
1/22/02,9,1.7,13.3
1/22/02,10,1.8,13.2
1/22/02,11,1.9,13.1
1/22/02,12,1.9,12.9
1/22/02,13,2,12.2
1/22/02,14,2.2,11.1
1/22/02,15,2.4,10.3
1/22/02,16,2.5,9.5
1/22/02,17,2.7,5.9
1/22/02,18,3,4.7
1/22/02,19,3.1,2.3
2/26/02,0,0.3,15.7
2/26/02,1,0.8,15.2
2/26/02,2,1.4,14.2
2/26/02,3,1.6,14.1
2/26/02,4,1.7,14.1
2/26/02,5,1.7,13.8
2/26/02,6,1.8,13.8
2/26/02,7,2,13.5
2/26/02,8,2.1,13.2
2/26/02,9,2.2,12.5
2/26/02,10,2.3,12.6
2/26/02,11,2.4,11.5
2/26/02,12,2.5,11.4
2/26/02,13,2.6,10.3
2/26/02,14,2.8,9.1
2/26/02,15,2.9,8.3
2/26/02,16,3,7.2
2/26/02,17,3.1,7
4/16/02,0,1.2,12.8
4/16/02,1,2.4,13
4/16/02,2,2.5,12.9
4/16/02,3,2.5,12.9
4/16/02,4,2.5,12.9
4/16/02,5,2.5,12.5
4/16/02,6,2.6,11.4
4/16/02,7,2.6,11.4
4/16/02,8,2.7,10.5
4/16/02,9,2.8,10.2
4/16/02,10,2.9,10
4/16/02,11,2.9,9.3
4/16/02,12,3.1,10.1
4/16/02,13,3.1,7.7
4/16/02,14,3.3,6.6
4/16/02,15,3.4,5.6
4/16/02,16,3.5,2.4
4/16/02,17,3.7,0.6
4/16/02,18,3.9,0.4
4/16/02,19,4.2,0.4
4/24/02,0,4.8,11.8
4/24/02,1,4.7,12.4
4/24/02,2,4.6,12.7
4/24/02,3,4.4,12.7
4/24/02,4,4.4,12.6
4/24/02,5,4.3,12.5
4/24/02,6,4.3,12.4
4/24/02,7,4.3,12.3
4/24/02,8,4.3,12.3
4/24/02,9,4.3,12.2
4/24/02,10,4.3,12.1
4/24/02,11,4.3,12.1
4/24/02,12,4.3,12
4/24/02,13,4.2,11.9
4/24/02,14,4.2,11.8
4/24/02,15,4.2,11.8
4/24/02,16,4.2,11.7
4/24/02,17,4.2,11.7
4/24/02,18,4.2,11.6
4/24/02,19,4.2,11.6
5/6/02,0,7,12.3
5/6/02,1,6.9,12.4
5/6/02,2,6.6,12.4
5/6/02,3,6.4,12.4
5/6/02,4,6.2,12.4
5/6/02,5,6.1,12.5
5/6/02,6,6.1,12.5
5/6/02,7,6.1,12.5
5/6/02,8,5.9,12.4
5/6/02,9,5.9,12.4
5/6/02,10,5.9,12.4
5/6/02,11,5.8,12.4
5/6/02,12,5.8,12.4
5/6/02,13,5.8,12.4
5/6/02,14,5.8,12.4
5/6/02,15,5.8,12.4
5/6/02,16,5.8,12.4
5/6/02,17,5.8,12.4
5/6/02,18,5.8,12.4
5/6/02,19,5.8,12.4
5/20/02,0,9.2,12.8
5/20/02,1,8.8,13.3
5/20/02,2,8.7,13.3
5/20/02,3,8.3,13.3
5/20/02,4,8.2,13.3
5/20/02,5,8.1,13.3
5/20/02,6,8.1,13.3
5/20/02,7,8.1,13.3
5/20/02,8,8,13.3
5/20/02,9,8,13.2
5/20/02,10,8,13.1
5/20/02,11,8,13.1
5/20/02,12,8,13
5/20/02,13,7.9,12.9
5/20/02,14,7.9,12.8
5/20/02,15,7.8,12.6
5/20/02,16,7.8,12.4
5/20/02,17,7.7,12.2
5/20/02,18,7.6,11.6
5/20/02,19,7.6,11.5
6/3/02,0,15.2,10.2
6/3/02,1,15.2,10.2
6/3/02,2,15.2,10.2
6/3/02,3,15.2,10.3
6/3/02,4,15.1,10.3
6/3/02,5,13.5,11.3
6/3/02,6,12.7,11.7
6/3/02,7,12.1,11.6
6/3/02,8,11.5,11.7
6/3/02,9,11.3,11.6
6/3/02,10,11.1,11.6
6/3/02,11,10.9,11.5
6/3/02,12,10.6,11.4
6/3/02,13,10.5,11.2
6/3/02,14,10.4,11.3
6/3/02,15,10.3,11
6/3/02,16,10.2,10.9
6/3/02,17,10.1,10.8
6/3/02,18,10.1,10.7
6/3/02,19,10.1,10.5
6/18/02,0,18.1,9.8
6/18/02,1,18.1,9.8
6/18/02,2,18.1,9.8
6/18/02,3,18.1,9.8
6/18/02,4,17.9,9.9
6/18/02,5,17.7,10
6/18/02,6,17.5,10.1
6/18/02,7,14.8,11.2
6/18/02,8,13.2,11.5
6/18/02,9,12.4,11.1
6/18/02,10,11.8,10.9
6/18/02,11,11.5,10.7
6/18/02,12,11.1,10.4
6/18/02,13,10.9,9.9
6/18/02,14,10.7,9
6/18/02,15,10.5,8.3
6/18/02,16,10.3,7.4
6/18/02,17,10.3,7
6/18/02,18,10.1,5.7
6/18/02,19,10.1,5.6
7/3/02,0,25.8,8.2
7/3/02,1,25.4,8.4
7/3/02,2,24.8,8.4
7/3/02,3,24.7,8.4
7/3/02,4,24.3,8.7
7/3/02,5,23.9,8.8
7/3/02,6,19.9,10.3
7/3/02,7,17.3,10.9
7/3/02,8,15.9,11.2
7/3/02,9,13.8,11
7/3/02,10,12.9,11
7/3/02,11,12.2,10.3
7/3/02,12,11.5,9.7
7/3/02,13,11.2,8.6
7/3/02,14,11,7.6
7/3/02,15,10.7,5.7
7/3/02,16,10.5,5.1
7/3/02,17,10.5,4.4
7/3/02,18,10.4,3.8
7/3/02,19,10.4,3.6
7/15/02,0,24.9,8.2
7/15/02,1,24.9,8.3
7/15/02,2,24.9,8.4
7/15/02,3,24.9,8.4
7/15/02,4,24.9,8.3
7/15/02,5,24.7,8.3
7/15/02,6,23.5,8.8
7/15/02,7,19,10.9
7/15/02,8,17,11.3
7/15/02,9,14.6,10.7
7/15/02,10,13.4,11.5
7/15/02,11,12.7,11.3
7/15/02,12,11.8,9.4
7/15/02,13,11.2,6.9
7/15/02,14,10.9,5
7/15/02,15,10.7,3.9
7/15/02,16,10.5,2.3
7/15/02,17,10.4,1.7
7/15/02,18,10.3,1.1
7/15/02,19,10.2,0.4
7/30/02,0,25.3,8.4
7/30/02,1,25.2,8.5
7/30/02,2,25.1,8.6
7/30/02,3,25,8.7
7/30/02,4,25,8.8
7/30/02,5,24.9,8.9
7/30/02,6,24.7,8.9
7/30/02,7,24.4,9.2
7/30/02,8,17.1,12
7/30/02,9,15.5,12.4
7/30/02,10,14.6,12.5
7/30/02,11,13.8,12.3
7/30/02,12,12.7,9.3
7/30/02,13,11.7,7.1
7/30/02,14,11.1,3.3
7/30/02,15,10.9,2.5
7/30/02,16,10.8,2
7/30/02,17,10.6,0.9
7/30/02,18,10.5,0.5
7/30/02,19,10.4,0.2
7/30/02,20,,
8/12/02,0,23.3,8.1
8/12/02,1,23.3,8.1
8/12/02,2,23.3,8.1
8/12/02,3,23.3,8.1
8/12/02,4,23.3,8.1
8/12/02,5,23.3,8.2
8/12/02,6,23.3,8.2
8/12/02,7,23.2,8.2
8/12/02,8,22,8.8
8/12/02,9,17,11.2
8/12/02,10,14.8,11.2
8/12/02,11,13.9,10.2
8/12/02,12,12.5,7.9
8/12/02,13,12,5.8
8/12/02,14,11.2,2
8/12/02,15,11,1
8/12/02,16,10.8,0.4
8/12/02,17,10.6,0.2
8/12/02,18,10.5,0.1
8/12/02,19,10.5,0.1
8/28/02,0,21.5,9.2
8/28/02,1,21.6,9.3
8/28/02,2,21.6,9.3
8/28/02,3,21.6,9.2
8/28/02,4,21.6,9.2
8/28/02,5,21.6,9.2
8/28/02,6,21.5,9.2
8/28/02,7,21.1,9.3
8/28/02,8,20.9,9
8/28/02,9,20.4,8.7
8/28/02,10,17.5,9.8
8/28/02,11,14.5,9
8/28/02,12,13.1,5.8
8/28/02,13,12.3,3.5
8/28/02,14,11.8,1.1
8/28/02,15,11.2,0.2
8/28/02,16,11,0.1
8/28/02,17,10.7,0.1
8/28/02,18,10.6,0.1
8/28/02,19,10.5,0.1
9/9/02,0,22.3,8.6
9/9/02,1,22.4,8.7
9/9/02,2,22.1,8.8
9/9/02,3,22,8.9
9/9/02,4,22,8.9
9/9/02,5,22,9
9/9/02,6,21.9,9
9/9/02,7,21.9,9
9/9/02,8,21.2,8.9
9/9/02,9,21,8.8
9/9/02,10,20.9,8.8
9/9/02,11,15.6,8.4
9/9/02,12,13.4,4.8
9/9/02,13,12.4,2.1
9/9/02,14,11.7,0.2
9/9/02,15,11.3,0.1
9/9/02,16,11,0.1
9/9/02,17,10.9,0.1
9/9/02,18,10.7,0.1
9/9/02,19,10.5,0.1
9/23/02,0,18.5,8.4
9/23/02,1,18.5,8.5
9/23/02,2,18.5,8.5
9/23/02,3,18.5,8.5
9/23/02,4,18.5,8.5
9/23/02,5,18.4,8.5
9/23/02,6,18.4,8.5
9/23/02,7,18.4,8.6
9/23/02,8,18.4,8.6
9/23/02,9,18.4,8.6
9/23/02,10,18.4,8.5
9/23/02,11,18.1,8
9/23/02,12,14.4,3.2
9/23/02,13,12.6,0.3
9/23/02,14,11.9,0.2
9/23/02,15,11.6,0.2
9/23/02,16,11.3,0.1
9/23/02,17,10.9,0.1
9/23/02,18,10.8,0.1
9/23/02,19,10.7,0.1
10/7/02,0,13.8,8.7
10/7/02,1,13.9,8.9
10/7/02,2,13.9,9.1
10/7/02,3,13.9,9.3
10/7/02,4,14,9.3
10/7/02,5,14,9.1
10/7/02,6,14,9.1
10/7/02,7,14,8.9
10/7/02,8,14,8.7
10/7/02,9,14,8.5
10/7/02,10,14,8.4
10/7/02,11,14,8.3
10/7/02,12,13.9,8.2
10/7/02,13,13.8,7.4
10/7/02,14,12.4,2
10/7/02,15,11.6,0.4
10/7/02,16,10.9,0.4
10/7/02,17,10.7,0.4
10/7/02,18,10.6,0.4
10/7/02,19,10.5,0.3
10/21/02,0,9.5,10
10/21/02,1,9.5,9.9
10/21/02,2,9.5,9.9
10/21/02,3,9.5,10.1
10/21/02,4,9.5,10.3
10/21/02,5,9.5,10.4
10/21/02,6,9.4,10.5
10/21/02,7,9.4,10.4
10/21/02,8,9.4,10.4
10/21/02,9,9.4,10.4
10/21/02,10,9.4,10.4
10/21/02,11,9.4,10.4
10/21/02,12,9.4,10.4
10/21/02,13,9.4,10.4
10/21/02,14,9.4,10.3
10/21/02,15,9.4,10.3
10/21/02,16,9.4,10.2
10/21/02,17,9.4,10.2
10/21/02,18,9.4,10.1
10/21/02,19,9.4,10.1
11/5/02,0,5.8,11.2
11/5/02,1,5.7,11.2
11/5/02,2,5.7,11.3
11/5/02,3,5.6,11.3
11/5/02,4,5.6,11.4
11/5/02,5,5.6,11.4
11/5/02,6,5.6,11.4
11/5/02,7,5.6,11.4
11/5/02,8,5.5,11.4
11/5/02,9,5.5,11.4
11/5/02,10,5.5,11.4
11/5/02,11,5.5,11.4
11/5/02,12,5.5,11.5
11/5/02,13,5.5,11.5
11/5/02,14,5.5,11.5
11/5/02,15,5.5,11.4
11/5/02,16,5.5,11.4
11/5/02,17,5.4,11.4
11/5/02,18,5.4,11.4
11/5/02,19,5.3,11.4
1/30/03,0,1.2,16.5
1/30/03,1,2.4,14.2
1/30/03,2,3.4,12.7
1/30/03,3,3.4,12.6
1/30/03,4,3.4,12.3
1/30/03,5,3.5,11.6
1/30/03,6,3.6,11.5
1/30/03,7,3.7,11.3
1/30/03,8,3.7,10.2
1/30/03,9,3.8,10.7
1/30/03,10,3.9,11.4
1/30/03,11,3.9,11.4
1/30/03,12,3.9,11.3
1/30/03,13,4.1,10
1/30/03,14,4.1,9.3
1/30/03,15,4.3,8.6
1/30/03,16,4.3,6.4
1/30/03,17,4.4,0.6
1/30/03,18,4.6,0.3
2/21/03,0,0.4,16.1
2/21/03,1,0.9,15.2
2/21/03,2,3,12.8
2/21/03,3,3.2,12.5
2/21/03,4,3.4,12.3
2/21/03,5,3.5,11.6
2/21/03,6,3.6,11.2
2/21/03,7,3.7,11.1
2/21/03,8,3.8,10.7
2/21/03,9,3.9,10.6
2/21/03,10,4,10.6
2/21/03,11,4.2,9.7
2/21/03,12,4.3,8.8
2/21/03,13,4.4,7.2
2/21/03,14,4.5,6.5
2/21/03,15,4.3,7.4
2/21/03,16,4.3,7.1
2/21/03,17,4.6,1.7
2/21/03,18,4.6,1.6
2/21/03,19,4.6,1.7
4/1/03,0,3.2,11.4
4/1/03,1,4,11.7
4/1/03,2,4.1,11.7
4/1/03,3,4.2,11.7
4/1/03,4,4.3,11.7
4/1/03,5,4.3,11.7
4/1/03,6,4.3,11.6
4/1/03,7,4.4,11
4/1/03,8,4.5,9.6
4/1/03,9,4.4,8
4/1/03,10,4.4,7.2
4/1/03,11,4.5,6.9
4/1/03,12,4.5,6.1
4/1/03,13,4.5,5.5
4/1/03,14,4.6,4.9
4/1/03,15,4.6,4.9
4/1/03,16,4.6,4.1
4/1/03,17,4.7,1
4/1/03,18,4.8,0.6
4/1/03,19,4.9,0.3
4/30/03,0,7.9,11.1
4/30/03,1,7.7,11.2
4/30/03,2,7.4,11.3
4/30/03,3,7.3,11.3
4/30/03,4,7,11.2
4/30/03,5,6.8,11.1
4/30/03,6,6.7,11
4/30/03,7,6.6,10.9
4/30/03,8,6.5,10.8
4/30/03,9,6.2,10.6
4/30/03,10,6.2,10.6
4/30/03,11,6.1,10.6
4/30/03,12,6.1,10.5
4/30/03,13,6.1,10.5
4/30/03,14,6,10.4
4/30/03,15,6,10.3
4/30/03,16,5.9,10.3
4/30/03,17,5.9,10.3
4/30/03,18,5.9,10.3
4/30/03,19,5.9,10.3
5/15/03,0,11.5,11.4
5/15/03,1,11.3,11.6
5/15/03,2,10.6,11.8
5/15/03,3,10.5,11.8
5/15/03,4,10.2,11.9
5/15/03,5,9.9,11.8
5/15/03,6,9.3,11.7
5/15/03,7,9.2,11.6
5/15/03,8,9.2,11.6
5/15/03,9,9,11.3
5/15/03,10,8.9,11.3
5/15/03,11,8.8,11.3
5/15/03,12,8.7,11.2
5/15/03,13,8.7,11.1
5/15/03,14,8.2,10.5
5/15/03,15,8.1,10.2
5/15/03,16,7.8,9.7
5/15/03,17,7.3,8.3
5/15/03,18,7.1,8
5/15/03,19,7,7.3
5/30/03,0,16.3,9.7
5/30/03,1,16.3,9.7
5/30/03,2,16,9.7
5/30/03,3,15.9,9.7
5/30/03,4,15.7,9.7
5/30/03,5,15.4,9.9
5/30/03,6,12.5,11
5/30/03,7,11.2,11.5
5/30/03,8,10.2,11.5
5/30/03,9,9.7,11
5/30/03,10,9.3,10.7
5/30/03,11,9.1,10.4
5/30/03,12,9,10
5/30/03,13,8.8,9.4
5/30/03,14,8.6,9
5/30/03,15,8.5,8.5
5/30/03,16,8.3,7.8
5/30/03,17,8.2,7.2
5/30/03,18,8.2,6.9
5/30/03,19,8.1,5.9
6/9/03,0,16.7,9.3
6/9/03,1,16.5,9.3
6/9/03,2,16.4,9.4
6/9/03,3,16.4,9.4
6/9/03,4,16.4,9.5
6/9/03,5,15.8,9.9
6/9/03,6,15.4,9.9
6/9/03,7,13.4,10.9
6/9/03,8,11.4,11.6
6/9/03,9,10.6,11.4
6/9/03,10,9.9,11.4
6/9/03,11,9.6,10.9
6/9/03,12,9.4,10.4
6/9/03,13,9.1,9.7
6/9/03,14,8.7,8.5
6/9/03,15,8.6,7.7
6/9/03,16,8.4,6.9
6/9/03,17,8.3,6.2
6/9/03,18,8.3,5.7
6/9/03,19,8.2,5.1
6/25/03,0,22.6,8.8
6/25/03,1,22.6,8.8
6/25/03,2,22.5,8.8
6/25/03,3,22.5,8.9
6/25/03,4,22.5,8.9
6/25/03,5,22.4,9
6/25/03,6,18,10.5
6/25/03,7,15.8,11.3
6/25/03,8,13.8,12.1
6/25/03,9,12.2,12.3
6/25/03,10,11,11.9
6/25/03,11,10.1,10.7
6/25/03,12,9.6,9.4
6/25/03,13,9.3,8.3
6/25/03,14,9.1,7.7
6/25/03,15,8.9,6.7
6/25/03,16,8.7,5
6/25/03,17,8.6,4.1
6/25/03,18,8.6,3.7
6/25/03,19,8.5,3.6
7/9/03,0,22.2,8.5
7/9/03,1,22.2,8.5
7/9/03,2,22.2,8.5
7/9/03,3,22.2,8.5
7/9/03,4,22.2,8.5
7/9/03,5,21.6,8.6
7/9/03,6,20.2,9.7
7/9/03,7,17.7,11
7/9/03,8,14.7,12.2
7/9/03,9,12.7,12.4
7/9/03,10,11.6,11.9
7/9/03,11,10.7,10.1
7/9/03,12,10,8.8
7/9/03,13,9.4,6.2
7/9/03,14,9.2,5.6
7/9/03,15,9.2,5.2
7/9/03,16,9,4.2
7/9/03,17,8.8,3
7/9/03,18,8.8,2.8
7/9/03,19,8.8,2.5
7/23/03,0,22.1,8.7
7/23/03,1,22,8.7
7/23/03,2,21.5,8.7
7/23/03,3,21.5,8.7
7/23/03,4,21.4,8.7
7/23/03,5,21.4,8.8
7/23/03,6,21.3,8.8
7/23/03,7,21.1,8.9
7/23/03,8,18.2,11.1
7/23/03,9,14.7,12.5
7/23/03,10,13.1,12.4
7/23/03,11,11.9,11.8
7/23/03,12,10.9,8.9
7/23/03,13,10,6.5
7/23/03,14,9.7,5
7/23/03,15,9.4,3
7/23/03,16,9.1,1.5
7/23/03,17,9,1.1
7/23/03,18,9,0.8
7/23/03,19,9,0.7
8/6/03,0,23.1,8.6
8/6/03,1,23.1,8.6
8/6/03,2,23.1,8.6
8/6/03,3,23.1,8.6
8/6/03,4,23.1,8.6
8/6/03,5,23,8.7
8/6/03,6,22.7,8.7
8/6/03,7,22.3,8.8
8/6/03,8,20.2,10.1
8/6/03,9,16.7,12.2
8/6/03,10,13.6,12.3
8/6/03,11,12.2,10.4
8/6/03,12,10.8,7.6
8/6/03,13,10.3,5.2
8/6/03,14,10.1,4
8/6/03,15,9.6,1.9
8/6/03,16,9.4,1
8/6/03,17,9.3,0.4
8/6/03,18,9.1,0.2
8/6/03,19,9.1,0.2
8/19/03,0,25.3,8.1
8/19/03,1,24.8,8.2
8/19/03,2,24.7,8.3
8/19/03,3,24.6,8.3
8/19/03,4,24.6,8.3
8/19/03,5,24.6,8.3
8/19/03,6,24.3,8.4
8/19/03,7,23.3,8.7
8/19/03,8,21.5,10
8/19/03,9,17.6,12.1
8/19/03,10,14.5,11.8
8/19/03,11,13,10.9
8/19/03,12,11.8,8.7
8/19/03,13,10.9,4.9
8/19/03,14,10.2,2.2
8/19/03,15,9.8,0.9
8/19/03,16,9.5,0.3
8/19/03,17,9.2,0.2
8/19/03,18,9.1,0.1
8/19/03,19,9.1,0.1
9/2/03,0,21.9,8.4
9/2/03,1,21.9,8.4
9/2/03,2,21.8,8.4
9/2/03,3,21.8,8.5
9/2/03,4,21.8,8.5
9/2/03,5,21.8,8.6
9/2/03,6,21.7,8.6
9/2/03,7,21.7,8.6
9/2/03,8,21.7,8.5
9/2/03,9,21.4,8.6
9/2/03,10,15.4,11.4
9/2/03,11,13.5,9.5
9/2/03,12,12.1,7.6
9/2/03,13,11,2.7
9/2/03,14,10.3,0.8
9/2/03,15,9.8,0.2
9/2/03,16,9.6,0.2
9/2/03,17,9.5,0.2
9/2/03,18,9.4,0.1
9/2/03,19,9.3,0.1
9/17/03,0,20.2,8.6
9/17/03,1,20.2,8.6
9/17/03,2,20.2,8.6
